q_id	prefix_first	jump_text	text	a	a_id	agent	next_q_id	database
-1			感谢您的咨询，祝您生活愉快。				0	
-2			正在为您跳转人工在线客服				0	all
-3			您好，请问您还有其他需求吗，您可以输入查流量，查话费，办理流量包等，如需人工服务，请输入转人工				0	
-4			感谢您的咨询，祝您生活愉快。				0	
-5			抱歉，我没有明白您的意思，您可以简短输入查流量，查话费，办理流量包等，如需人工服务，请输入转人工				0	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户希望查询手机卡余额	0-1		1	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户希望查询手机卡状态	0-2		2	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户希望查询手机卡资费（套餐）	0-3		3	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户希望查询资源余量（流量）	0-4		4	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户希望进行账单查询	0-5		5	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户希望进行详单查询	0-6		6	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户希望进行归属地查询	0-7		7	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户说你好等打招呼词汇或询问在吗，有人吗	0-23		23	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户希望进行PIN查询	0-24		24	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户希望进行ICCID查询	0-25		25	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户希望进行充值记录查询	0-8		8	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户表示流量使用异常，流量使用太多，流量又没了	0-9		9	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户需要补卡	0-10		10	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户需要过户	0-11		11	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户需要销户	0-12		12	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户需要更改套餐	0-13		13	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户表示无法接发短信	0-14		14	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户表示信号问题	0-15		-2	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户表示充值后未复机问题	0-16		16	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户表示手机双电信号卡无信号问题	0-17		17	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户表示自己没有开过我们公司号码，但名下有号码（一证通查）	0-18		18	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户想退还高额购卡费用	0-19		19	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户想查询停机原因	0-20		20	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户表示充值错误	0-21		21	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户表示再线下开卡后开不了户	0-22		22	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:31。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户想要修改密码	0-26		26	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:32。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户想要实名补登记	0-27		27	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户没有需求了或者说再见	B		-1	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户希望转接人工客服或者在线客服	C		-2	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户咨询开卡问题	0-30		30	
0	您好，欢迎来到【长江时代】公众号，您可以通过文字或者语音简短说出您的需求。/n您也可以通过点击下方对应按钮登录长江时代小程序进行办理，账号为您的手机号码，初始密码为123456或者身份证后6位。/n如需联系人工服务，请直接输入转人工或拨打客服热线：4001810025，人工客服工作时间为早上8:30至下午17:30。	请问还有什么可以帮您的吗？	请问有什么可以帮到您？	用户表达的意思不在上述选项中	A		100	
1	好的，		您可以点击以下链接，登录长江时代小程序进行余额查询！\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【余额查询】</a>\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。\n\n===============\n\n积分可以当钱花！超多话费、流量好礼等你来兑换哦！\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【查积分，兑好礼】</a>\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【点我充话费】</a>				0	
								
2	好的，		为您查询号码状态，您可以点击以下链接，登录长江时代小程序进行号码状态查询！\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【状态查询】</a>\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。				0	
								
3	好的，		<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【点我直达】</a>，可以查询套餐资费情况\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。\n\n===============\n\n<本月热销>\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【10元10G七天包】</a>\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【10元100分钟】</a>\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【流量加速不加价】</a>\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【套餐更换办理】</a>				0	
								
4			<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【点击这里】</a>查询了解您的流量、语音童话套餐使用情况\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。\n\n===============\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【点我领流量】</a>				0	
								
5			<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【账单查询】</a>点击这里，进入我的账单界面，选择您要查询的月份即可查看。\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。\n\n===============\n\n<本月热销>\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【10元10G七天包】</a>\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【10元100分钟】</a>\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【流量加速不加价】</a>\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【套餐更换办理】</a>				0	
								
6	您好，		<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【详单查询点这里】</a>，您可以查询近半年详单，包含语音详单、流量详单、短信详单、彩信详单。\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。				0	
								
7	好的，		请输入您要查询归属地的号码			check_phone_location	0	all
								
24	好的，		PIN码初始密码是0000，您可以自行修改PIN码，<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【修改PIN码】</a>。\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。\n\nPIN码是指SIM卡的密码，它可以保护SIM卡使用的安全。\n开机后若连续输入三次错误的PIN码，手机会显示“输入PUK码/Enter PUK Code”或“锁住/Blocked”字样，说明该SIM卡已被锁住。\n您可通过输入PUK码来解锁，但PUK码连续输错10次，SIM卡将自动报废。\n因此，建议您不要自行操作，请尽快联系人工客服进行解锁。				0	
								
25			<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【IICID查询点这里】</a>\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。\n\n===============\n\n仅可根据号码查询ICCID码，无法根据ICCID码反向查询号码，如果您不知道号码，建议您联系人工客服				0	
								
8	好的，		您可以通过<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【点击查看充值记录】</a>查询缴费情况。\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。\n\n【温馨提示】\n欠费补齐后，后台复机大约需要30分钟左右，非常抱歉给您带来的不便。\n如果您的问题没有解决，你可以输入“转人工”咨询在线客服。				0	
								
9	您好，		您可以通过<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【点击查看流量详单】</a>查询您的流量使用详情，如果没有解决您的疑问，可以返回聊天界面，输入“转人工”，咨询在线客服。\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。\n\n===============\n\n【温馨提示】如您使用手机观看下载视频、游戏或者wifi信号较弱时手机自动切换移动数据等情况，将会产出较高流量，建议您在不使用时，通过手机设置关闭移动数据网络。				0	
								
10	您好，		您可以通过长江时代小程序<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【自助补换卡服务】</a>来进行操作，如果您有别的疑问，可以直接输入“转人工”咨询在线客服。\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。				0	
								
11	好的，		推荐您点击<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【过户办理】</a>进行自助过户办理，如果不方便请在聊天界面输入“转人工”，咨询在线客服。\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。				0	
								
								
12	您好，		销户问题您可以直接输入“转人工”咨询在线客服办理，下面将为您转接人工服务。\n\n【温馨提示】\n1.【A】我司审核通过后，退款将在10个工作日内退回至机主本人的支付宝账户（仅支持这1种方式）\n【B】每月月底最后一天和月初第一天无法受理销户				-2	
13	好的，		<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【点击更改套餐】</a>\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。				0	
								
14	您好，		您可以登录长江时代小程序查询您的号码状态，\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【状态查询点这里】</a>\n【A】如果您的号码为欠费状态，建议您充值缴费后过20分钟关机重启。\n【B】如果是其他原因，建议您直接输入“转人工”联系在线客服。\n\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。				0	
								
15	您好，		如果您刚刚充值，大概20分钟后重启手机，复机后即可使用，如果您是其他情况，建议您直接输入“转人工”，咨询在线客服。				0	
								
16	好的，		很抱歉给您带来的不便，为了更好的服务，下面将为您跳转人工服务				-2	
								
17	您好，		您可以登录长江时代小程序查询您的号码状态，\n\n<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【状态查询点这里】</a>\n【A】可能是4G业务刚开，大概20分钟后重启手机进行复机即可。\n【B】如果是其他原因，建议您直接输入“转人工”联系在线客服。\n\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。				-2	
								
18			很抱歉给您带来的不便，为了更好的服务，下面将为您跳转人工服务				-2	
								
19			很抱歉给您带来的不便，为了更好的服务，下面将为您跳转人工服务				-2	
								
20			很抱歉给您带来的不便，为了更好的服务，下面将为您跳转人工服务				-2	
								
21			很抱歉给您带来的不便，为了更好的服务，下面将为您跳转人工服务				-2	
								
22			很抱歉给您带来的不便，为了更好的服务，下面将为您跳转人工服务				-2	
								
100			对不起，我没有理解您的意思，您可以简短的输入您的业务需求，如需转人工服务，请输入“转人工”。				0	
								
26	好的，		<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【修改密码点这里】</a>\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。				0	
								
27	您好，		点击<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【实名补登记】</a>，自助办理，如有疑问，请返回聊天界面输入“转人工”，咨询在线客服。\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。				0	
								
23	您好，		我是小旭，是您的智能客服助手。我可以为您提供最新最热的活动，还可以帮您查询，为您指引，解决问题。\n您可以回复：如“查话费”、“办理流量”等哦~				0	
								
28	好的，		这边将为您转接人工在线客服，请将【手机号码】、【机主姓名】及【身份证后六位】提供给在线客服，请稍等。\n【提示】账号为您的手机号码，初始密码为123456或者身份证后6位，如果不对的话，请点忘记密码，通过人脸识别找回密码。\n\n【温馨提示】\n如果您是单卡使用，请将单卡调至卡一，关机重启。				0	
								
30	您好，		如果您是需要激活开卡，您可以通过点击<a data-miniprogram-appid="wx7856f620dca0a3d8" data-miniprogram-path="pages/index/index">【入网激活服务】</a>，进入长江时代小程序自助办理，身份证绑定以及邀请码问题，请咨询您买卡的地方，谢谢\n\n【温馨提示】购卡成功后请在15天内完成开卡，其余开卡问题您可以输入“转人工”咨询在线客服办理。				0	
